Name,Rarity,Type,Description,Card Id,Pack Name,Set Number,PacksAwarded
Dragonfruit sapling,Mythic,Item,,1158,,,0
Dragonfruit tree seed,Mythic,Item,,1159,,,0
Dragonstone,Rare,Item,,1160,,,0
Dragonstone amulet,Rare,Item,,1161,,,0
Dragonstone amulet (u),Rare,Item,,1162,,,0
Dragonstone armour set,Rare,Item,,1163,,,0
Dragonstone bolt tips,Rare,Item,,1164,,,0
Dragonstone bolts,Rare,Item,,1165,,,0
Dragonstone bolts (e),Rare,Item,,1166,,,0
Dragonstone boots,Rare,Item,,1167,,,0
Dragonstone bracelet,Rare,Item,,1168,,,0
Dragonstone dragon bolts,Rare,Item,,1169,,,0
Dragonstone dragon bolts (e),Rare,Item,,1170,,,0
Dragonstone full helm,Rare,Item,,1171,,,0
Dragonstone gauntlets,Rare,Item,,1172,,,0
Dragonstone platebody,Rare,Item,,1173,,,0
Dragonstone platelegs,Rare,Item,,1174,,,0
Dragonstone ring,Rare,Item,,1175,,,0
Drake bones,Uncommon,Item,,1176,,,0
Drake's claw,Rare,Item,,1177,,,0
Drake's tooth,Uncommon,Item,,1178,,,0
Draynor manor teleport (tablet),Common,Item,,1179,,,0
Drift net,Uncommon,Item,,1180,,,0
Druid's robe,Common,Item,,1181,,,0
Druid's robe top,Common,Item,,1182,,,0
Drunk dragon,Common,Item,,1183,,,0
Dual macuahuitl,Mythic,Item,,1184,,,0
Dual sai,Uncommon,Item,,1185,,,0
Dust (item),Common,Item,,1186,,,0
Dust battlestaff,Uncommon,Item,,1187,,,0
Dust rune,Uncommon,Item,,1188,Fallen Empires,,0
Dwarf cannon set,Mythic,Item,,1189,,,0
Dwarf weed,Mythic,Item,,1190,Knights of Saradomin,,0
Dwarf weed potion (unf),Uncommon,Item,,1191,,,0
Dwarf weed seed,Mythic,Item,,1192,,,0
Dwarven helmet,Rare,Item,,1193,,,0
Dwarven stout,Common,Item,,1194,Knights of Saradomin,,0
Dwarven stout (keg),Common,Item,,1195,,,0
Dwarven stout(m),Common,Item,,1196,,,0
Dwarven stout(m) (keg),Common,Item,,1197,,,0
Dwellberries,Common,Item,,1198,,,0
Dwellberry seed,Uncommon,Item,,1199,,,0
Dynamite,Uncommon,Item,,1200,,,0
Earmuffs,Common,Item,,1201,Creatures of the Night,,0
Earth battlestaff,Common,Item,,1202,,,0
Earth impling jar,Uncommon,Item,,1203,,,0
Earth orb,Uncommon,Item,,1204,,,0
Earth rune,Common,Item,,1205,Humble Beginnings,,0
Earth rune pack,Common,Item,,1206,Jewel of Misthalin,,0
Earth talisman,Common,Item,,1207,Humble Beginnings,,0
Earth tiara,Common,Item,,1208,,,0
Earthbound tecpatl,Rare,Item,,1209,,,0
Easter egg,Uncommon,Item,,1210,,,0
Eastern discovery,Common,Item,,1211,,,0
Eastern settlement,Common,Item,,1212,,,0
Echo crystal,Rare,Item,,1213,,,0
Echo pearl,Rare,Item,,1214,,,0
Eclectic impling jar,Rare,Item,,1215,,,0
Eclipse atlatl,Mythic,Item,,1216,,,0
Eclipse moon armour set,Mythic,Item,,1217,,,0
Eclipse moon chestplate,Mythic,Item,,1218,,,0
Eclipse moon helm,Mythic,Item,,1219,,,0
Eclipse moon tassets,Mythic,Item,,1220,,,0
Eclipse red,Common,Item,,1221,,,0
Edible seaweed,Common,Item,,1222,,,0
Efaritay's aid,Uncommon,Item,,1223,,,0
Efh salt,Common,Item,,1224,,,0
Egg,Common,Item,,1225,Humble Beginnings,,0
Egg and tomato,Common,Item,,1226,Humble Beginnings,,0
Egg potato,Uncommon,Item,,1227,,,0
Egg whisk,Common,Item,,1228,,,0
Elder chaos hood,Rare,Item,,1229,,,0
Elder chaos robe,Rare,Item,,1230,,,0
Elder chaos top,Rare,Item,,1231,,,0
Elder maul,Legendary,Item,,1232,,,0
Eldritch orb,Legendary,Item,,1233,,,0
Elemental helmet,Common,Item,,1234,,,0
Elemental shield,Common,Item,,1235,,,0
Elemental talisman,Rare,Item,,1236,,,0
Elemental tiara,Rare,Item,,1237,,,0
Elidinis' ward,Mythic,Item,,1238,,,0
Elkhorn coral,Uncommon,Item,,1239,,,0
Elkhorn frag,Uncommon,Item,,1240,,,0
Elkhorn potion (unf),Uncommon,Item,,1241,,,0
Elven boots,Common,Item,,1242,,,0
Elven dawn,Common,Item,,1243,,,0
Elven gloves,Common,Item,,1244,,,0
Elven legwear,Common,Item,,1245,,,0
Elven signet,Common,Item,,1246,,,0
Elven skirt (white),Common,Item,,1247,,,0
Elven skirt (yellow),Common,Item,,1248,,,0
Elven top (white vest),Common,Item,,1249,,,0
Elven top (white),Common,Item,,1250,,,0
Elven top (yellow vest),Common,Item,,1251,,,0
Elven top (yellow),Common,Item,,1252,,,0
Elysian sigil,Mythic,Item,,1253,,,0
Elysian spirit shield,Legendary,Item,,1254,,,0
Emerald,Common,Item,,1255,Emir’s Dominion,,0
Emerald amulet,Common,Item,,1256,Emir’s Dominion,,0
Emerald amulet (u),Common,Item,,1257,Emir’s Dominion,,0
Emerald bolt tips,Common,Item,,1258,Emir’s Dominion,,0
Emerald bolts,Common,Item,,1259,Emir’s Dominion,,0
Emerald bolts (e),Common,Item,,1260,,,0
Emerald bracelet,Common,Item,,1261,Emir’s Dominion,,0
Emerald dragon bolts,Common,Item,,1262,,,0
Emerald dragon bolts (e),Common,Item,,1263,,,0
Emerald necklace,Common,Item,,1264,Emir’s Dominion,,0
Emerald ring,Common,Item,,1265,Emir’s Dominion,,0
Empty bucket pack,Common,Item,,1266,Humble Beginnings,,0
Empty candle lantern,Common,Item,,1267,,,0
Empty cup,Common,Item,,1268,,,0
Empty cup (clay),Common,Item,,1269,,,0
Empty fish food box,Common,Item,,1270,,,0
Empty jug pack,Common,Item,,1271,Humble Beginnings,,0
Empty oil lamp,Common,Item,,1272,,,0
Empty oil lantern,Common,Item,,1273,,,0
Empty oyster,Common,Item,,1274,,,0
Empty plant pot,Common,Item,,1275,,,0
Empty sack,Common,Item,,1276,,,0
Empty vial pack,Common,Item,,1277,,,0
Enchant diamond,Rare,Item,,1278,,,0
Enchant dragonstone,Rare,Item,,1279,,,0
Enchant emerald or jade,Common,Item,,1280,,,0
Enchant onyx,Mythic,Item,,1281,,,0
Enchant ruby or topaz,Uncommon,Item,,1282,,,0
Enchant sapphire or opal,Common,Item,,1283,,,0
Enchanted hat,Rare,Item,,1284,,,0
Enchanted robe,Rare,Item,,1285,,,0
Enchanted top,Rare,Item,,1286,,,0
Energy mix,Common,Item,,1287,,,0
Energy potion,Common,Item,,1288,,,0
Enhanced crystal teleport seed,Mythic,Item,,1289,,,0
Enhanced crystal weapon seed,Mythic,Item,,1290,,,0
Enhanced quetzal whistle blueprint,Uncommon,Item,,1291,,,0
Enormous pearl,Rare,Item,,1292,,,0
Ensouled abyssal head,Rare,Item,,1293,,,0
Ensouled aviansie head,Uncommon,Item,,1294,,,0
Ensouled bear head,Common,Item,,1295,,,0
Ensouled bloodveld head,Rare,Item,,1296,,,0
Ensouled chaos druid head,Common,Item,,1297,,,0
Ensouled dagannoth head,Uncommon,Item,,1298,,,0
Ensouled demon head,Rare,Item,,1299,,,0
Ensouled dog head,Common,Item,,1300,,,0
Ensouled dragon head,Rare,Item,,1301,,,0
Ensouled elf head,Uncommon,Item,,1302,,,0
Ensouled giant head,Common,Item,,1303,Jewel of Misthalin,,0
Ensouled goblin head,Common,Item,,1304,Humble Beginnings,,0
Ensouled hellhound head,Rare,Item,,1305,,,0
Ensouled horror head,Uncommon,Item,,1306,,,0
Ensouled imp head,Common,Item,,1307,Mages of the Shore,,0
Ensouled kalphite head,Uncommon,Item,,1308,,,0
Ensouled minotaur head,Common,Item,,1309,Fallen Empires,,0
Ensouled monkey head,Common,Item,,1310,,,0
Ensouled ogre head,Uncommon,Item,,1311,,,0
Ensouled scorpion head,Common,Item,,1312,Emir’s Dominion,,0
Ensouled troll head,Uncommon,Item,,1313,,,0
Ensouled tzhaar head,Rare,Item,,1314,,,0
Ensouled unicorn head,Common,Item,,1315,,,0
Ent branch,Rare,Item,,1316,,,0
Equa leaves,Common,Item,,1317,,,0
Essence impling jar,Uncommon,Item,,1318,,,0
Eternal boots,Mythic,Item,,1319,,,0
Eternal crystal,Rare,Item,,1320,,,0
Eternal gem,Mythic,Item,,1321,,,0
Evil chicken feet,Common,Item,,1322,,,0
Evil chicken head,Common,Item,,1323,,,0
Evil chicken legs,Common,Item,,1324,,,0
Evil chicken wings,Common,Item,,1325,,,0
Expeditious bracelet,Uncommon,Item,,1326,,,0
Explorer backpack,Common,Item,,1327,,,0
Extended anti-venom+,Mythic,Item,,1328,,,0
Extended antifire,Rare,Item,,1329,,,0
Extended antifire mix,Uncommon,Item,,1330,,,0
Extended stamina potion,Mythic,Item,,1331,,,0
Extended super antifire,Mythic,Item,,1332,,,0
Extended super antifire mix,Rare,Item,,1333,,,0
Extreme energy potion,Uncommon,Item,,1334,,,0
Eye of ayak,Legendary,Item,,1335,,,0
Eye of newt,Common,Item,,1336,Ports and POHs,,0
Eye of newt pack,Common,Item,,1337,,,0
Facemask,Common,Item,,1338,Mages of the Shore,,0
Fake beard,Common,Item,,1339,,,0
Falador teleport (tablet),Common,Item,,1340,,,0
Fancy hedge (bagged),Uncommon,Item,,1341,,,0
Fancy teak dresser (flatpack),Uncommon,Item,,1342,,,0
Fancy tiara,Common,Item,,1343,,,0
Fangs of venenatis,Rare,Item,,1344,,,0
Farseer helm,Rare,Item,,1345,,,0
Fat snail,Common,Item,,1346,,,0
Fat snail meat,Common,Item,,1347,,,0
Fayrg bones,Uncommon,Item,,1348,,,0
Feather,Common,Item,,1349,Humble Beginnings,,0
Feather pack,Common,Item,,1350,,,0
Fedora,Common,Item,,1351,,,0
Feldip hills teleport,Uncommon,Item,,1352,,,0
Feldip weasel fur,Common,Item,,1353,,,0
Felling axe handle,Rare,Item,,1354,,,0
Fenkenstrain's castle teleport (tablet),Uncommon,Item,,1355,,,0
Fez,Common,Item,,1356,,,0
Fibula piece,Uncommon,Item,,1357,,,0
Field ration,Common,Item,,1358,,,0
Fiendish ashes,Common,Item,,1359,Mages of the Shore,,0
Filled plant pot,Common,Item,,1360,,,0
Fine cloth,Uncommon,Item,,1361,,,0
Fine fish offcuts,Uncommon,Item,,1362,,,0
Fire battlestaff,Common,Item,,1363,Mages of the Shore,,0
Fire element staff crown,Rare,Item,,1364,,,0
Fire orb,Uncommon,Item,,1365,Mages of the Shore,,0
Fire rune,Common,Item,,1366,Humble Beginnings,,0
Fire rune pack,Common,Item,,1367,Jewel of Misthalin,,0
Fire talisman,Common,Item,,1368,Mages of the Shore,,0
Fire tiara,Common,Item,,1369,,,0
Fish crate (bluefin),Uncommon,Item,,1370,,,0
Fish crate (empty),Uncommon,Item,,1371,,,0
Fish crate (giant krill),Uncommon,Item,,1372,,,0
Fish crate (haddock),Uncommon,Item,,1373,,,0
Fish crate (halibut),Uncommon,Item,,1374,,,0
Fish crate (marlin),Uncommon,Item,,1375,,,0
Fish crate (yellowfin),Uncommon,Item,,1376,,,0
Fish food,Common,Item,,1377,,,0
Fish offcuts,Common,Item,,1378,,,0
Fish pie,Common,Item,,1379,,,0
Fishbowl,Common,Item,,1380,,,0
Fishing bait,Common,Item,,1381,Humble Beginnings,,0
Fishing guild teleport (tablet),Uncommon,Item,,1382,,,0
Fishing mix,Common,Item,,1383,,,0
Fishing potion,Common,Item,,1384,,,0
Fishing rod,Common,Item,,1385,,,0
Flared trousers,Common,Item,,1386,,,0
Flattened hide,Uncommon,Item,,1387,,,0
Flax,Common,Item,,1388,,,0
Flax seed,Common,Item,,1389,,,0
Flighted ogre arrow,Common,Item,,1390,,,0
Fly fishing rod,Common,Item,,1391,,,0
Flyer,Common,Item,,1392,,,0
Forester's ration,Common,Item,,1393,,,0
Forgotten brew,Rare,Item,,1394,,,0
Fossilised dung,Common,Item,,1395,,,0
Four-poster bed (flatpack),Uncommon,Item,,1396,,,0
Fox fur,Uncommon,Item,,1397,,,0
Fremennik beige shirt,Common,Item,,1398,,,0
Fremennik black cloak,Common,Item,,1399,,,0
Fremennik blue cloak,Common,Item,,1400,,,0
Fremennik blue shirt,Common,Item,,1401,,,0
Fremennik boots,Common,Item,,1402,,,0
Fremennik brown cloak,Common,Item,,1403,,,0
Fremennik brown shirt,Common,Item,,1404,,,0
Fremennik cyan cloak,Common,Item,,1405,,,0
Fremennik gloves,Common,Item,,1406,,,0
Fremennik green cloak,Common,Item,,1407,,,0
Fremennik grey cloak,Common,Item,,1408,,,0
Fremennik grey shirt,Common,Item,,1409,,,0
Fremennik hat,Common,Item,,1410,,,0
Fremennik kilt,Common,Item,,1411,,,0
Fremennik pink cloak,Common,Item,,1412,,,0
Fremennik purple cloak,Common,Item,,1413,,,0
Fremennik red cloak,Common,Item,,1414,,,0
Fremennik red shirt,Common,Item,,1415,,,0
Fremennik robe,Common,Item,,1416,,,0
Fremennik skirt,Common,Item,,1417,,,0
Fremennik teal cloak,Common,Item,,1418,,,0
Fremennik yellow cloak,Common,Item,,1419,,,0
Fried mushrooms,Common,Item,,1420,Fallen Empires,,0
Fried onions,Common,Item,,1421,,,0
Frog slippers,Common,Item,,1422,,,0
Frog-leather body,Uncommon,Item,,1423,,,0
Frog-leather boots,Uncommon,Item,,1424,,,0
Frog-leather chaps,Uncommon,Item,,1425,,,0
Frost dragon bones,Rare,Item,,1426,,,0
Frozen tear,Uncommon,Item,,1427,,,0
Frozen whip mix,Common,Item,,1428,,,0
Fruit batta,Common,Item,,1429,,,0
Fruit blast,Common,Item,,1430,,,0
Frying pan,Uncommon,Item,,1431,,,0
Fur,Common,Item,,1432,,,0
Fury ornament kit,Common,Item,,1433,,,0
Games necklace,Common,Item,,1434,,,0
Garden pie,Uncommon,Item,,1435,,,0
Gardening boots,Common,Item,,1436,Humble Beginnings,,0
Gardening trowel,Common,Item,,1437,,,0
Garlic,Common,Item,,1438,Mages of the Shore,,0
Garlic powder,Common,Item,,1439,Mages of the Shore,,0
Ghorrock teleport (tablet),Uncommon,Item,,1440,,,0
Ghrazi rapier,Legendary,Item,,1441,Shadows Over Hallowvale,,0
Gianne dough,Common,Item,,1442,,,0
Gianne's cook book,Common,Item,,1443,,,0
Giant boot,Common,Item,,1444,,,0
Giant egg sac,Uncommon,Item,,1445,,,0
Giant frog legs,Common,Item,,1446,,,0
Giant krill,Rare,Item,,1447,,,0
Giant seaweed,Uncommon,Item,,1448,,,0
Gilded 2h sword,Rare,Item,,1449,,,0
Gilded armour set (lg),Rare,Item,,1450,,,0
Gilded armour set (sk),Rare,Item,,1451,,,0
Gilded axe,Rare,Item,,1452,,,0
Gilded bench (flatpack),Uncommon,Item,,1453,,,0
Gilded boots,Rare,Item,,1454,,,0
Gilded cape rack (flatpack),Uncommon,Item,,1455,,,0
Gilded chainbody,Rare,Item,,1456,,,0
Gilded clock (flatpack),Uncommon,Item,,1457,,,0
Gilded coif,Rare,Item,,1458,,,0
Gilded d'hide body,Rare,Item,,1459,,,0
Gilded d'hide chaps,Rare,Item,,1460,,,0
Gilded d'hide vambraces,Rare,Item,,1461,,,0
Gilded dragonhide set,Rare,Item,,1462,,,0
Gilded dresser (flatpack),Uncommon,Item,,1463,,,0
Gilded four-poster (flatpack),Uncommon,Item,,1464,,,0
Gilded full helm,Rare,Item,,1465,,,0
Gilded hasta,Rare,Item,,1466,,,0
Gilded kiteshield,Rare,Item,,1467,,,0
Gilded magic wardrobe (flatpack),Rare,Item,,1468,,,0
Gilded med helm,Rare,Item,,1469,,,0
Gilded pickaxe,Rare,Item,,1470,,,0
Gilded platebody,Rare,Item,,1471,,,0
Gilded platelegs,Rare,Item,,1472,,,0
Gilded plateskirt,Rare,Item,,1473,,,0
Gilded scimitar,Rare,Item,,1474,,,0
Gilded spade,Rare,Item,,1475,,,0
Gilded spear,Common,Item,,1476,,,0
Gilded sq shield,Rare,Item,,1477,,,0
Gilded wardrobe (flatpack),Rare,Item,,1478,,,0
Gin,Common,Item,,1479,,,0
Glacial temotli,Rare,Item,,1480,,,0
Glassblowing book,Common,Item,,1481,,,0
Glassblowing pipe,Common,Item,,1482,Ports and POHs,,0
Glistening pearl,Rare,Item,,1483,,,0
Gloves of darkness,Rare,Item,,1484,,,0
Gloves of silence,Uncommon,Item,,1485,,,0
Gnome goggles,Common,Item,,1486,,,0
Gnome scarf,Common,Item,,1487,,,0
Gnome spice,Common,Item,,1488,,,0
Gnomeball,Common,Item,,1489,,,0
Gnomebowl mould,Common,Item,,1490,,,0
Gnomish firelighter,Common,Item,,1491,,,0
Goading potion,Rare,Item,,1492,,,0
Goat horn dust,Common,Item,,1493,,,0
Goblin book,Common,Item,,1494,,,0
Goblin mail,Common,Item,,1495,Humble Beginnings,,0
Goblin mask,Common,Item,,1496,,,0
Godsword blade,Rare,Item,,1497,,,0
Godsword shard 1,Uncommon,Item,,1498,,,0
Godsword shard 2,Uncommon,Item,,1499,,,0
Godsword shard 3,Uncommon,Item,,1500,,,0
Gold amulet,Common,Item,,1501,Emir’s Dominion,,0
Gold amulet (u),Common,Item,,1502,Emir’s Dominion,,0
Gold bar,Uncommon,Item,,1503,Emir’s Dominion,,0
Gold bracelet,Common,Item,,1504,Emir’s Dominion,,0
Gold elegant blouse,Common,Item,,1505,,,0
Gold elegant legs,Common,Item,,1506,,,0
Gold elegant shirt,Common,Item,,1507,,,0
Gold elegant skirt,Common,Item,,1508,,,0
Gold headband,Common,Item,,1509,,,0
Gold leaf,Rare,Item,,1510,,,0
Gold locks,Uncommon,Item,,1511,,,0
Gold necklace,Common,Item,,1512,Emir’s Dominion,,0
Gold ore,Uncommon,Item,,1513,Emir’s Dominion,,0
Gold ring,Common,Item,,1514,Emir’s Dominion,,0
Gold satchel,Common,Item,,1515,,,0
Gold tiara,Uncommon,Item,,1516,Emir’s Dominion,,0
Golden apron,Common,Item,,1517,,,0
Golden chef's hat,Common,Item,,1518,,,0
Golovanova fruit top,Common,Item,,1519,,,0
Gourmet impling jar,Common,Item,,1520,,,0
Gout tuber,Uncommon,Item,,1521,,,0
Graahk fur,Common,Item,,1522,,,0
Graahk headdress,Common,Item,,1523,,,0
Graahk legs,Common,Item,,1524,,,0
Graahk top,Common,Item,,1525,,,0
Grain,Common,Item,,1526,Humble Beginnings,,0
Grand seed pod,Uncommon,Item,,1527,,,0
Granite,Common,Item,,1528,,,0
Granite body,Rare,Item,,1529,,,0
Granite boots,Rare,Item,,1530,,,0
Granite clamp,Common,Item,,1531,,,0
Granite gloves,Rare,Item,,1532,,,0
Granite hammer,Rare,Item,,1533,,,0
Granite helm,Rare,Item,,1534,,,0
Granite legs,Rare,Item,,1535,,,0
Granite longsword,Rare,Item,,1536,,,0
Granite maul,Rare,Item,,1537,,,0
Granite ring,Uncommon,Item,,1538,,,0
Granite shield,Rare,Item,,1539,,,0
Grape seed,Uncommon,Item,,1540,,,0
Grapes,Common,Item,,1541,Fallen Empires,,0
Greater demon mask,Common,Item,,1542,,,0
Greater siren,Common,Item,,1543,,,0
Green boater,Common,Item,,1544,,,0
Green boots,Common,Item,,1545,,,0
Green cape,Common,Item,,1546,,,0
Green d'hide body,Rare,Item,,1547,Fallen Empires,,0
Green d'hide body (g),Rare,Item,,1548,,,0
Green d'hide body (t),Rare,Item,,1549,,,0
Green d'hide chaps,Rare,Item,,1550,Jewel of Misthalin,,0
Green d'hide chaps (g),Rare,Item,,1551,,,0
Green d'hide chaps (t),Rare,Item,,1552,,,0
Green d'hide shield,Rare,Item,,1553,,,0
Green d'hide vambraces,Rare,Item,,1554,Jewel of Misthalin,,0
Green dark bow paint,Common,Item,,1555,,,0
Green dragon leather,Uncommon,Item,,1556,,,0
Green dragon mask,Common,Item,,1557,,,0
Green dragonhide,Uncommon,Item,,1558,,,0
Green dragonhide set,Rare,Item,,1559,,,0
Green dye,Common,Item,,1560,Mages of the Shore,,0
Green elegant blouse,Common,Item,,1561,,,0
Green elegant legs,Common,Item,,1562,,,0
Green elegant shirt,Common,Item,,1563,,,0
Green elegant skirt,Common,Item,,1564,,,0
Green firelighter,Common,Item,,1565,,,0
Green halloween mask,Common,Item,,1566,,,0
Green hat,Common,Item,,1567,,,0
Green headband,Common,Item,,1568,,,0
Green partyhat,Common,Item,,1569,,,0
Green robe bottoms,Common,Item,,1570,,,0
Green robe top,Common,Item,,1571,,,0
Green satchel,Common,Item,,1572,,,0
Green spiky vambraces,Rare,Item,,1573,,,0
Greenman carving,Common,Item,,1574,,,0
Greenman mask,Common,Item,,1575,,,0
Greenman statue,Common,Item,,1576,,,0
Greenman's ale,Common,Item,,1577,,,0
Greenman's ale (flatpack),Common,Item,,1578,,,0
Greenman's ale (Player-owned house),Common,Item,,1579,,,0
Greenman's ale(m),Common,Item,,1580,,,0
Greenmans ale (keg),Common,Item,,1581,,,0
Greenmans ale(m) (keg),Common,Item,,1582,,,0
Grey boots,Common,Item,,1583,,,0
Grey gloves,Common,Item,,1584,,,0
Grey hat,Common,Item,,1585,,,0
Grey robe bottoms,Common,Item,,1586,,,0
Grey robe top,Common,Item,,1587,,,0
Grey toy horsey,Common,Item,,1588,Mages of the Shore,,0
Grey wolf fur,Common,Item,,1589,,,0
Grimy avantoe,Uncommon,Item,,1590,Knights of Saradomin,,0
Grimy cadantine,Uncommon,Item,,1591,Knights of Saradomin,,0
Grimy dwarf weed,Uncommon,Item,,1592,Knights of Saradomin,,0
Grimy guam leaf,Common,Item,,1593,Humble Beginnings,,0
Grimy harralander,Common,Item,,1594,Mages of the Shore,,0
Grimy huasca,Uncommon,Item,,1595,,,0
Grimy irit leaf,Common,Item,,1596,Mages of the Shore,,0
Grimy kwuarm,Uncommon,Item,,1597,Knights of Saradomin,,0
Grimy lantadyme,Uncommon,Item,,1598,Knights of Saradomin,,0
Grimy marrentill,Common,Item,,1599,Humble Beginnings,,0
Grimy ranarr weed,Common,Item,,1600,Mages of the Shore,,0
Grimy snapdragon,Uncommon,Item,,1601,,,0
Grimy tarromin,Common,Item,,1602,Humble Beginnings,,0
Grimy toadflax,Common,Item,,1603,,,0
Grimy torstol,Uncommon,Item,,1604,,,0
Grog,Common,Item,,1605,,,0
Ground bat bones,Common,Item,,1606,,,0
Ground guam,Common,Item,,1607,,,0
Ground seaweed,Common,Item,,1608,,,0
Grubby key,Rare,Item,,1609,,,0
Gryphon feather,Common,Item,,1610,,,0
Guam leaf,Common,Item,,1611,Humble Beginnings,,0
Guam potion (unf),Common,Item,,1612,,,0
Guam seed,Common,Item,,1613,,,0
Guam tar,Common,Item,,1614,,,0
Guardian boots,Mythic,Item,,1615,,,0
Guthan's armour set,Mythic,Item,,1616,,,0
Guthan's chainskirt,Mythic,Item,,1617,,,0
Guthan's helm,Mythic,Item,,1618,,,0
Guthan's platebody,Mythic,Item,,1619,,,0
Guthan's warspear,Mythic,Item,,1620,,,0
Guthix armour set (lg),Rare,Item,,1621,,,0
Guthix armour set (sk),Rare,Item,,1622,,,0
Guthix balance,Common,Item,,1623,,,0
Guthix balance (unf),Common,Item,,1624,,,0
Guthix bracers,Mythic,Item,,1625,,,0
Guthix chaps,Mythic,Item,,1626,,,0
Guthix cloak,Uncommon,Item,,1627,,,0
Guthix coif,Mythic,Item,,1628,,,0
Guthix crozier,Uncommon,Item,,1629,,,0
Guthix d'hide body,Mythic,Item,,1630,,,0
Guthix d'hide boots,Mythic,Item,,1631,,,0
Guthix d'hide shield,Mythic,Item,,1632,,,0
Guthix dragonhide set,Mythic,Item,,1633,,,0
Guthix full helm,Rare,Item,,1634,,,0
Guthix kiteshield,Rare,Item,,1635,,,0
Guthix mitre,Uncommon,Item,,1636,,,0
Guthix mjolnir,Common,Item,,1637,,,0
Guthix page 1,Uncommon,Item,,1638,,,0
Guthix page 2,Uncommon,Item,,1639,,,0
Guthix page 3,Uncommon,Item,,1640,,,0
Guthix page 4,Uncommon,Item,,1641,,,0
Guthix platebody,Rare,Item,,1642,,,0
Guthix platelegs,Rare,Item,,1643,,,0
Guthix plateskirt,Rare,Item,,1644,,,0
Guthix rest,Common,Item,,1645,,,0
Guthix robe legs,Uncommon,Item,,1646,,,0
Guthix robe top,Uncommon,Item,,1647,,,0
Guthix stole,Uncommon,Item,,1648,,,0
Guthixian temple teleport,Uncommon,Item,,1649,,,0
Haddock,Rare,Item,,1650,,,0
Haddock eye,Uncommon,Item,,1651,,,0
Haemostatic dressing,Rare,Item,,1652,,,0
Haemostatic poultice,Uncommon,Item,,1653,,,0
Hair,Common,Item,,1654,,,0
Half certificate,Common,Item,,1655,,,0
Half coconut,Common,Item,,1656,,,0
Half full wine jug,Common,Item,,1657,,,0
Half moon spectacles,Common,Item,,1658,,,0
Halibut,Rare,Item,,1659,,,0
Halloween mask set,Common,Item,,1660,,,0
Ham boots,Common,Item,,1661,,,0
Ham cloak,Common,Item,,1662,,,0
Ham gloves,Common,Item,,1663,,,0
Ham hood,Common,Item,,1664,,,0
Ham joint,Common,Item,,1665,,,0
Ham logo,Common,Item,,1666,,,0
Ham robe,Common,Item,,1667,,,0
Ham shirt,Common,Item,,1668,,,0
Hammer,Common,Item,,1669,Humble Beginnings,,0
Hammerstone hops,Common,Item,,1670,Humble Beginnings,,0
Hammerstone seed,Common,Item,,1671,Mages of the Shore,,0
Hard leather,Common,Item,,1672,Emir’s Dominion,,0
Hard leather shield,Uncommon,Item,,1673,,,0
Hardleather body,Uncommon,Item,,1674,Emir’s Dominion,,0
Harmonised orb,Legendary,Item,,1675,,,0
Harmony island teleport (tablet),Uncommon,Item,,1676,,,0
Harpoon,Common,Item,,1677,,,0
Harralander,Uncommon,Item,,1678,Mages of the Shore,,0
Harralander potion (unf),Common,Item,,1679,,,0
Harralander seed,Uncommon,Item,,1680,Jewel of Misthalin,,0
Harralander tar,Common,Item,,1681,,,0
Hat eyepatch,Common,Item,,1682,,,0
Headless arrow,Common,Item,,1683,Jewel of Misthalin,,0
Headless atlatl dart,Uncommon,Item,,1684,,,0
Heavy ballista,Mythic,Item,,1685,,,0
Heavy frame,Uncommon,Item,,1686,,,0
Helm of neitiznot,Rare,Item,,1687,,,0
Hemp,Uncommon,Item,,1688,,,0
Hemp seed,Uncommon,Item,,1689,,,0
Hemp yarn,Rare,Item,,1690,,,0
Herb tea mix,Common,Item,,1691,,,0
Herring,Common,Item,,1692,,,0
Highwayman mask,Common,Item,,1693,,,0
Hill giant club,Rare,Item,,1694,,,0
Holy blessing,Uncommon,Item,,1695,,,0
Holy book page set,Uncommon,Item,,1696,,,0
Holy elixir,Uncommon,Item,,1697,,,0
Holy handegg,Common,Item,,1698,,,0
Holy mould,Common,Item,,1699,Emir’s Dominion,,0
Holy sandals,Uncommon,Item,,1700,,,0
Holy symbol,Uncommon,Item,,1701,,,0
Holy wraps,Uncommon,Item,,1702,,,0
Honourable blessing,Uncommon,Item,,1703,,,0
Hood of darkness,Rare,Item,,1704,,,0
Horn of plenty,Rare,Item,,1705,,,0
Hosidius banner,Common,Item,,1706,,,0
Hosidius hood,Common,Item,,1707,,,0
Hosidius scarf,Common,Item,,1708,,,0
Huasca,Rare,Item,,1709,,,0
Huasca potion (unf),Uncommon,Item,,1710,,,0
Huasca seed,Rare,Item,,1711,,,0
Hueycoatl hide,Rare,Item,,1712,,,0
Hueycoatl hide armour set,Mythic,Item,,1713,,,0
Hueycoatl hide body,Mythic,Item,,1714,,,0
Hueycoatl hide chaps,Mythic,Item,,1715,,,0
Hueycoatl hide coif,Mythic,Item,,1716,,,0
Hueycoatl hide vambraces,Mythic,Item,,1717,,,0
Huge pearl,Common,Item,,1718,,,0
Hunter potion,Common,Item,,1719,,,0
Hunter spear tips,Uncommon,Item,,1720,,,0
Hunter's spear,Rare,Item,,1721,,,0
Hunters' crossbow,Rare,Item,,1722,,,0
